Station,Date,leadtime,Temperature [°C],Wind Speed [m/s],Wind Direction [°],Sunshine Duration [s]
Salen-Reutenen,2023-08-05 00:00,060:00,12.685714285714287,3.4380952380952388,253.18571428571425,0.0
Salen-Reutenen,2023-08-05 06:00,066:00,12.214285714285714,4.047619047619048,274.2904761904762,132.79523809523812
Salen-Reutenen,2023-08-05 12:00,072:00,17.728571428571428,4.342857142857143,248.91904761904763,8232.366666666665
Salen-Reutenen,2023-08-05 18:00,078:00,15.828571428571431,4.004761904761905,244.45714285714288,9646.895238095238
Salen-Reutenen,2023-08-06 00:00,084:00,12.33333333333333,3.6809523809523808,233.26190476190473,0.0
Salen-Reutenen,2023-08-06 06:00,090:00,11.833333333333332,5.557142857142857,242.33333333333334,228.7714285714286
Salen-Reutenen,2023-08-06 12:00,096:00,14.876190476190475,8.161904761904761,256.4428571428571,7689.128571428572
Salen-Reutenen,2023-08-06 18:00,102:00,12.752380952380953,5.376190476190476,259.7809523809524,7573.671428571431
Salen-Reutenen,2023-08-07 00:00,108:00,10.49047619047619,4.442857142857143,260.1714285714285,0.0
Salen-Reutenen,2023-08-07 06:00,114:00,9.771428571428572,4.095238095238096,252.91904761904763,563.5523809523809
Salen-Reutenen,2023-08-07 12:00,120:00,17.452380952380953,5.2285714285714295,263.83809523809526,15621.728571428574
